product_name,product_id,sale_date,qty,sales_amount,currency,source
Latte,8,03/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,03/01/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,03/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Cocoa,4,03/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,03/02/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/02/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/02/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,03/02/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/02/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,03/02/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,03/03/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,03/03/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,03/03/2024,1,28.9,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/03/2024,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,03/03/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,03/03/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/03/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/03/2024,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/03/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,03/04/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,03/04/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/04/2024,1,33.8,PHP,Kaggle Coffee Sales
Espresso,6,03/04/2024,1,24,PHP,Kaggle Coffee Sales
Latte,8,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,03/05/2024,1,28.9,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,03/06/2024,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,03/06/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,03/06/2024,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,03/06/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/07/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,03/07/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,03/07/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/07/2024,1,33.8,PHP,Kaggle Coffee Sales
Cortado,5,03/08/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,03/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,03/08/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,03/08/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,03/08/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/08/2024,1,33.8,PHP,Kaggle Coffee Sales
Latte,8,03/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,03/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Espresso,6,03/09/2024,1,24,PHP,Kaggle Coffee Sales
Americano,1,03/09/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,03/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,03/09/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,03/09/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,03/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/09/2024,1,33.8,PHP,Kaggle Coffee Sales
Cortado,5,03/09/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,03/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/09/2024,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,03/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Espresso,6,03/10/2024,1,24,PHP,Kaggle Coffee Sales
Latte,8,03/10/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,03/10/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,03/11/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,03/11/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,03/11/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,03/11/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,03/12/2024,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,03/12/2024,1,28.9,PHP,Kaggle Coffee Sales
Hot Chocolate,7,03/12/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,03/12/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,03/12/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,03/12/2024,1,28.9,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,04/01/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/01/2024,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,04/01/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/02/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,04/02/2024,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,04/02/2024,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,04/03/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,04/03/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,04/03/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/04/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/04/2024,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,04/04/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,04/04/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,04/05/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,04/05/2024,1,28.9,PHP,Kaggle Coffee Sales
Cortado,5,04/05/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/05/2024,1,33.8,PHP,Kaggle Coffee Sales
Latte,8,04/05/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,04/05/2024,1,28.9,PHP,Kaggle Coffee Sales
Espresso,6,04/05/2024,1,24,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/06/2024,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,04/06/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,04/06/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,04/06/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/07/2024,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,04/07/2024,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,04/07/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,04/07/2024,1,28.9,PHP,Kaggle Coffee Sales
Espresso,6,04/07/2024,1,24,PHP,Kaggle Coffee Sales
Hot Chocolate,7,04/07/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/07/2024,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/08/2024,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,04/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,04/08/2024,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,04/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,04/08/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/08/2024,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,04/08/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,04/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,04/09/2024,1,38.7,PHP,Kaggle Coffee Sales
Espresso,6,04/10/2024,1,24,PHP,Kaggle Coffee Sales
Cappuccino,3,04/10/2024,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,04/10/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,04/11/2024,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,04/11/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,04/11/2024,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,04/11/2024,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,04/11/2024,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,04/12/2024,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,04/12/2024,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cocoa,4,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,,1,38.7,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Espresso,6,,1,24,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cortado,5,,1,28.9,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Latte,8,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Cocoa,4,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano,1,,1,28.9,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,38.7,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,38.7,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,33.8,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Hot Chocolate,7,,1,37.72,PHP,Kaggle Coffee Sales
Cocoa,4,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Cortado,5,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,05/02/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/02/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,05/02/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/02/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,05/02/2024,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,05/02/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/03/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/03/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,05/06/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,05/06/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/06/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,05/06/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,05/06/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,05/06/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,05/06/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,05/06/2024,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,05/06/2024,1,37.72,PHP,Kaggle Coffee Sales
Cocoa,4,05/07/2024,1,37.72,PHP,Kaggle Coffee Sales
Cortado,5,05/07/2024,1,27.92,PHP,Kaggle Coffee Sales
Cortado,5,05/07/2024,1,27.92,PHP,Kaggle Coffee Sales
Cocoa,4,05/07/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,05/07/2024,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,05/07/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/07/2024,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,05/07/2024,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,05/07/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/08/2024,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,05/09/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,05/09/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,05/09/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/09/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/09/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,05/09/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,05/09/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,05/09/2024,1,27.92,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/09/2024,1,32.82,PHP,Kaggle Coffee Sales
Latte,8,05/10/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/10/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/11/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Cocoa,4,05/11/2024,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,05/11/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/11/2024,1,32.82,PHP,Kaggle Coffee Sales
Cappuccino,3,05/11/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/11/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/12/2024,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,05/12/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano,1,05/12/2024,1,27.92,PHP,Kaggle Coffee Sales
Latte,8,05/12/2024,1,37.72,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,05/12/2024,1,32.82,PHP,Kaggle Coffee Sales
Americano With Milk,2,,1,32.82,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Americano,1,,1,27.92,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
Latte,8,,1,37.72,PHP,Kaggle Coffee Sales
Cappuccino,3,,1,37.72,PHP,Kaggle Coffee Sales
